comp,perseus_n,perseus_text,pc_n,pc_text,pc_bounds,elision,speaker
0.926829268292683,19,Iuppiter? unde tubae nocturnaque movit Erinys?,18,Iuppiter? unde tubae nocturnaque mouit Erinys?,"['DI', 'CF', 'CM', 'DI', 'CF', None]",0,
1.0,20,Dindyma sanguineis famulum bacchata lacertis,19,Dindyma sanguineis famulum bacchata lacertis,"['DI', 'CM', 'CM', 'CF', None]",0,
0.8636363636363636,21,dum volucri quatit asper equo silvasque fatigat,20,Dum uolucri quatit asper equo siluasque fatigat,"['CM', 'CM', 'DI', 'CF', 'CM', 'CF', None]",0,
1.0,22,"Cyzicus, ingenti praedae deceptus amore",21,"Cyzicus, ingenti praedae deceptus amore","['DI', 'CM', 'CM', 'CF', None]",0,
0.925,23,adsuetum Phrygias dominam vectare per urbes,22,Adsuetum Phrygias dominam uectare per urbes,"['CM', 'CM', 'CM', 'CF', 'DI', None]",0,
1.0,24,oppressit iaculo redeuntem ad frena leonem.,23,Oppressit iaculo redeuntem ad frena leonem.,"['CM', 'CM', 'SY', 'DI', 'CF', None]",1,
0.9230769230769231,25,et nunc ille iubas captivaque postibus ora,24,Et nunc ille iubas captiuaque postibus ora,"['CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.9230769230769231,26,"imposuit, spolium infelix divaeque pudendum.",26,"Imposuit, spolium infelix diuaeque pudendum.","['CM', 'SY', 'CM', 'CF', None]",1,
1.0,27,quae postquam Haemoniam tantae non immemor irae,27,Quae postquam Haemoniam tantae non immemor irae,"['CM', 'SY', 'CM', 'CM', 'DI', 'DI', None]",1,
1.0,28,aerisono de monte ratem praefixaque regum,28,Aerisono de monte ratem praefixaque regum,"['CM', 'DI', 'CF', 'CM', 'DI', None]",0,
0.6222222222222222,29,"scuta videt, nova monstra viro, nova funera volvit,",29,"Scuta uidet, noua monstra uiro, noua funera uoluit","['CF', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.9743589743589743,30,ut socias in nocte manus utque impia bella,30,Vt socias in nocte manus utque impia bella,"['CM', 'CM', 'DI', 'CF', 'CM', 'SY', 'DI', None]",1,
0.925,31,conserat et saevis erroribus implicet urbem.,31,Conserat et saeuis erroribus implicet urbem.,"['DI', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,32,"Nox erat et leni canebant aequora sulco,",32,Nox erat et leni canebant aequora sulco,"['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.925,33,et iam prona leves spargebant sidera somnos.,33,Et iam prona leues spargebant sidera somnos.,"['CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.8095238095238095,34,aura vehit; religant tonsas veloque Procnesson,34,Aura uehit; religant tonsas ueloque Procneson,"['CF', 'CM', 'CM', 'CM', 'CF', None]",0,
0.8378378378378378,35,"et te iam medio flaventem, Rhundace, ponto",35,"Et te iam medio flauentem, Rhyndace, ponto","['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,36,spumosumque legunt fracta Scylaceon ab unda.,36,Spumosumque legunt fracta Scylaceon ab unda.,"['CF', 'CM', 'CM', 'CF', 'DI', None]",0,
1.0,37,ipse diem longe solisque cubilia Tiphys,37,Ipse diem longe solisque cubilia Tiphys,"['CF', 'CM', 'CM', 'CF', 'DI', None]",0,
0.9302325581395349,38,"consulit, ipse ratem vento stellisque ministrat.",38,"Consulit, ipse ratem uento stellisque ministrat.","['DI', 'CF', 'CM', 'CM', 'CF', None]",0,
0.9230769230769231,39,atque ilium non ante sopor luctamine tanto,39,Atque illum non ante sopor luctamine tanto,"['SY', 'CM', 'DI', 'CF', 'CM', 'DI', None]",1,
0.9047619047619048,40,lenit agens divum imperiis; cadit inscia clavo,40,Lenit agens diuum imperiis; cadit inscia clauo,"['CF', 'CM', 'SY', 'CM', 'DI', 'DI', None]",1,
1.0,41,"dextera, demittitque oculos, solataque puppis",41,"Dextera demittitque oculos, solataque puppis","['DI', 'SY', 'CM', 'DI', None]",1,
1.0,42,turbine flectit iter portuque refertur amico.,42,Turbine flectit iter portuque refertur amico.,"['DI', 'CF', 'CM', 'CF', 'CF', None]",0,
0.8157894736842105,43,"Ut notis adlapsa vadis, dant aethere longa",43,"Vt notis allapsa uadis, dant aethere longo","['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,
0.9210526315789473,44,"signa tubae, vox et mediis emissa tenebris:",44,Signa tubae uox et mediis emissa tenebris,"['CF', 'CM', 'DI', 'CM', 'CM', 'CF', None]",0,
1.0,45,"'hostis habet portus, soliti rediere Pelasgi.'",45,"""Hostis habet portus, soliti rediere Pelasgi.""","['CF', 'CM', 'CM', 'CM', 'CF', None]",0,['Pan']
0.926829268292683,46,rupta quies; deus ancipitem lymphaverat urbem,46,Rupta quies; deus ancipitem lymphauerat urbem,"['CF', 'CM', 'DI', 'CM', 'DI', None]",0,
0.926829268292683,47,"Mygdoniae Pan iussa ferens saevissima matris,",47,"Mygdoniae Pan iussa ferens saeuissima Matris,","['CM', 'DI', 'CF', 'CM', 'DI', None]",0,
1.0,48,"Pan nemorum bellique potens, quem lucis ab horis",48,"Pan nemorum bellique potens, quem lucis ab horis","['CM', 'CM', 'CF', 'CM', 'DI', 'CF', 'DI', None]",0,
0.9285714285714286,49,antra tenent; patet ad medias per devia noctes,49,"Antra tenent, patet ad medias per deuia noctes","['CF', 'CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.9302325581395349,50,saetigerum latus et torvae coma sibila frontis.,50,Saetigerum latus et toruae coma sibila frontis.,"['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,51,"vox omnes super una tubas, qua conus et enses,",51,"Vox omnes super una tubas, qua conus et enses,","['CM', 'CM', 'DI', 'CF', 'CM', 'DI', 'CF', 'DI', None]",0,
1.0,52,qua trepidis auriga rotis nocturnaque muris,52,Qua trepidis auriga rotis nocturnaque muris,"['CM', 'CM', 'CF', 'CM', 'DI', None]",0,
1.0,53,claustra cadunt; talesque metus non Martia cassis,53,Claustra cadunt; talesque metus non Martia cassis,"['CF', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,54,"Eumenidumque comae, non tristis ab aethere Gorgo",54,"Eumenidumque comae, non tristis ab aethere Gorgo","['CF', 'CM', 'DI', 'CF', 'DI', 'DI', None]",0,
0.926829268292683,55,sparserit aut tantis aciem raptaverit umbris.,55,Sparserit aut tantis aciem raptauerit umbris.,"['DI', 'CM', 'CM', 'CM', 'DI', None]",0,
0.926829268292683,56,"ludus et ille deo, pavidum praesepibus aufert",56,"Ludus et ille deo, pauidum praesepibus aufert","['CF', 'DI', 'CF', 'CM', 'CM', 'DI', None]",0,
0.926829268292683,57,cum pecus et profugi sternunt dumeta iuvenci.,57,Cum pecus et profugi sternunt dumeta iuuenci.,"['CM', 'DI', 'CM', 'CM', 'CM', 'CF', None]",0,
0.9210526315789473,58,Ilicet ad regem clamor ruit. exilit altis,58,Ilicet ad regem clamor ruit. exsilit altis,"['DI', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,59,somnia dira toris simulacraque pallida linquens,59,Somnia dira toris simulacraque pallida linquens,"['DI', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,60,Cyzicus. ecce super foribus Bellona reclusis,60,Cyzicus. ecce super foribus Bellona reclusis,"['DI', 'CF', 'CM', 'CM', 'CF', None]",0,
0.925,61,nuda latus passuque movens orichalca sonoro,61,Nuda latus passuque mouens orichalca sonoro,"['CF', 'CM', 'CF', 'CM', 'CF', None]",0,
0.9512195121951219,62,adstitit et triplici pulsans fastigia crista,62,Astitit et triplici pulsans fastigia crista,"['DI', 'CM', 'CM', 'CM', 'DI', None]",0,
0.925,63,inde ciere virum. sequitur per moenia demens,63,Inde ciere uirum. sequitur per moenia demens,"['CF', 'CF', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,64,"ille deam et fatis extrema in proelia tendit,",64,"Ille deam et fatis extrema in proelia tendit,","['CF', 'SY', 'CM', 'CM', 'SY', 'DI', 'DI', None]",2,
0.9230769230769231,65,qualis in Alciden et Thesea Rhoetus iniqui,65,Qualis in Alciden et Thesea Rhoecus iniqui,"['CF', 'DI', 'CM', 'DI', 'DI', 'CF', None]",0,
1.0,66,nube meri geminam Pholoen maioraque cernens,66,Nube meri geminam Pholoen maioraque cernens,"['CF', 'CM', 'CM', 'CM', 'DI', None]",0,
0.7894736842105263,67,"astra ruit, qualisve redit venatibus actis",67,"Antra ruit, qualisue redit uenatibus actis","['CF', 'CM', 'CF', 'CM', 'DI', None]",0,
0.9333333333333333,68,lustra pater Triviamque canens umeroque Learchum,68,Lustra pater Triuiamque canens umeroque Learchum,"['CF', 'CM', 'CF', 'CM', 'CF', None]",0,
0.9230769230769231,69,"advehit, at miserae declinant lumina Thebae.",69,"Aduehit, at miserae declinant lumina Thebae.","['DI', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,70,iamque adeo nec porta ducem nec pone moratur,70,Iamque adeo nec porta ducem nec pone moratur,"['SY', 'CM', 'DI', 'CF', 'CM', 'DI', 'CF', None]",1,
1.0,71,"excubias sortita manus, quae prima furenti",71,"Excubias sortita manus, quae prima furenti","['CM', 'CF', 'CM', 'DI', 'CF', None]",0,
0.926829268292683,72,"advolat; hinc alii subeunt, ut proxima quaeque",72,"Aduolat; hinc alii subeunt, ut proxima quaeque","['DI', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,73,intremuit domus et motus accepit inanes.,73,Intremuit domus et motus accepit inanes.,"['CM', 'DI', 'CM', 'CM', 'CF', None]",0,
0.8461538461538461,74,At Minyas anceps fixit pavor; aegra virorum,74,At Minyas anceps fixit pauor; aegra uirorum,"['CM', 'CM', 'CM', 'CM', 'DI', 'CF', None]",0,
1.0,75,"corda labant, nec quae regio aut discrimina cernunt,",75,"Corda labant, nec quae regio aut discrimina cernunt,","['CF', 'CM', 'DI', 'CM', 'SY', 'CM', 'DI', None]",1,
0.9302325581395349,76,"cur galeae clipeique micent, num pervigil armis",76,"Cur galeae clipeique micent, num peruigil armis","['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,
0.0,77,,,,,0,
0.9302325581395349,78,donec et hasta volans immani turbine transtris,78,Donec et hasta uolans immani turbine transtris,"['CF', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.925,79,insonuit monuitque ratem rapere obvia caeca,79,Insonuit monuitque ratem rapere obuia caeca,"['CM', 'CF', 'CM', 'SY', 'DI', None]",1,
1.0,80,arma manu. princeps galeam constringit Iason,80,Arma manu. princeps galeam constringit Iason,"['CF', 'CM', 'CM', 'CM', 'CF', None]",0,
0.8636363636363636,81,"vociferans: 'primam bane nati, pater, accipe pugnam",81,"Vociferans ""primam hanc nati, pater, accipe pugnam","['CM', 'SY', 'CM', 'CM', 'DI', 'DI', None]",1,['Jason']
0.8604651162790697,82,"vosque, viri, optatos huc adfore credite Colchos.'",82,"Vosque, uiri, optatos huc affore credite Colchos.""","['CF', 'SY', 'CM', 'DI', 'DI', 'DI', None]",1,['Jason']
0.9285714285714286,83,Bistonas in medios ceu Martius exilit astris,83,Bistonas in medios ceu Martius exsilit astris,"['DI', 'CM', 'CM', 'DI', 'DI', 'DI', None]",0,
1.0,84,"currus, ubi ingentes animae clamorque tubaeque",84,"Currus, ubi ingentes animae clamorque tubaeque","['CF', 'SY', 'CM', 'CM', 'CF', None]",1,
0.9166666666666666,85,"sanguineae iuvere deum, non segnius ille",85,"Sanguineae iuuere deum, non segnius ille","['CM', 'CF', 'CM', 'DI', 'DI', None]",0,
0.813953488372093,86,occupat arva furens; sequitur vis omnis Achivum.,86,Occupat arua furens; sequitur uis omnis Achiuum.,"['DI', 'CF', 'CM', 'CM', 'DI', 'CF', None]",0,
0.9545454545454546,87,"adglomerant latera, et densis thoracibus horrens",87,Agglomerant latera et densis thoracibus horrens,"['CM', 'SY', 'CM', 'CM', 'DI', None]",1,
0.9318181818181818,88,"stat manus, aegisono quam nec fera pectore virgo",88,"Stat manus, aegisono quam nec fera pectore uirgo","['CM', 'DI', 'CM', 'DI', 'CM', 'DI', 'DI', None]",0,
0.8604651162790697,89,"dispulerit nec dextra Iovis Terrorque Pavorque,",89,"Dispulerit nec dextra Iouis Terrorque Pauorque,","['CM', 'DI', 'CF', 'CM', 'CF', None]",0,
1.0,90,"Martis equi. sic contextis umbonibus urgent,",90,Martis equi. sic contextis umbonibus urgent,"['CF', 'CM', 'DI', 'CM', 'DI', None]",0,
0.9210526315789473,91,caeruleo veluti cum Iuppiter agmine nubem,91,Caeruleo ueluti cum Iuppiter agmine nubem,"['CM', 'CM', 'DI', 'DI', 'DI', None]",0,
0.9302325581395349,92,constituit: certant zephyri frustraque rigentem,92,Constituit; certant Zephyri frustaque rigentem,"['CM', 'CM', 'CM', 'CF', None]",0,
1.0,93,pulsat utrimque notus; pendent mortalia longo,93,Pulsat utrimque Notus; pendent mortalia longo,"['CF', 'CF', 'CM', 'CM', 'DI', None]",0,
0.9574468085106383,94,"corda metu, quibus illa fretis, quibus incidat arvis.",94,"Corda metu, quibus illa fretis, quibus incidat aruis.","['CF', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.9487179487179487,95,Hine manus infelix clamore impellere magno,95,Hinc manus infelix clamore impellere magno,"['CM', 'DI', 'CM', 'SY', 'DI', None]",1,
1.0,96,saxa facesque atras et tortae pondera fundae;,96,Saxa facesque atras et tortae pondera fundae;,"['CF', 'SY', 'CM', 'DI', 'DI', 'DI', None]",1,
1.0,97,"fert sonitus immota phalanx irasque retentant,",97,Fert sonitus immota phalanx irasque retentant,"['CM', 'CM', 'CF', 'CM', 'CF', None]",0,
1.0,98,congeries dum prima fluat. stellantia Mopsus,98,Congeries dum prima fluat. stellantia Mopsus,"['CM', 'DI', 'CF', 'CM', 'DI', None]",0,
1.0,99,tegmina et ingentem Corythi notat Eurytus umbram.,99,Tegmina et ingentem Corythi notat Eurytus umbram.,"['SY', 'DI', 'CM', 'CM', 'DI', 'DI', None]",1,
1.0,100,restitit ille gradu seseque a lumine ferri,100,Restitit ille gradu seseque a lumine ferri,"['DI', 'CF', 'CM', 'SY', 'DI', 'DI', None]",1,
1.0,101,"sustinuit, praeceps subitum ceu pastor ad amnem,",101,"Sustinuit praeceps, subitum ceu pastor ad amnem","['CM', 'CM', 'CM', 'DI', 'CF', 'DI', None]",0,
1.0,102,spumantem nimbis fluctuque arbusta ruentem.,102,Spumantem nimbis fluctuque arbusta ruentem.,"['CM', 'CM', 'SY', 'CF', None]",1,
0.9210526315789473,103,at Tydeus 'en intentis quem viribus' inquit,103,"At Tydeus ""en intentis quem uiribus"" inquit","['CM', 'CM', 'DI', 'CM', 'DI', 'DI', None]",0,['Tydeus']
1.0,104,'opperiar manibusque dari quem comminus optem;,104,"""Opperiar manibusque dari quem comminus optem;","['CM', 'CF', 'CM', 'DI', 'DI', None]",0,['Tydeus']
1.0,105,quo steteris moriere loco.' subit ilia cuspis,105,"Quo steteris moriere loco."" subit ilia cuspis","['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,['Tydeus']
1.0,106,Olenii; dedit ille sonum compressaque mandens,106,Olenii; dedit ille sonum compressaque mandens,"['CM', 'DI', 'CF', 'CM', 'DI', None]",0,
1.0,107,aequora purpuream singultibus expulit hastam.,107,Aequora purpuream singultibus expulit hastam.,"['DI', 'CM', 'DI', 'DI', None]",0,
0.925,108,"ac velut in medio rupes latet horrida ponto,",108,"Ac uelut in medio rupes latet horrida ponto,","['CM', 'DI', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,109,quam super ignari numquam rexere magistri,109,Quam super ignari numquam rexere magistri,"['CM', 'DI', 'CM', 'CM', 'CF', None]",0,
1.0,110,"praecipites impune rates, sic agmine caeco",110,"Praecipites impune rates, sic agmine caeco","['CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,111,incurrit strictis manus ensibus. occubat Iron,111,Incurrit strictis manus ensibus. occubat Iron,"['CM', 'CM', 'DI', 'DI', 'DI', None]",0,
1.0,112,et Cotys et Pyrno melior genitore Bienor.,112,Et Cotys et Pyrno melior genitore Bienor.,"['CM', 'DI', 'CM', 'CM', 'CM', 'CF', None]",0,
0.9117647058823529,113,At magis interea diverso turbida motu,113,At magis interea diuerso turbida motu,"['CM', 'DI', 'CM', 'DI', 'DI', None]",0,
0.8918918918918919,114,urbs agitur. Genyso coniunx amoverat arma;,114,Vrbs agitur. Genyso coniunx amouerat arma:,"['CM', 'CM', 'CM', 'CM', 'DI', None]",0,
0.7777777777777778,115,ast illi subitus ventis vivoque reluxit,115,Ast illi subitus uentis uiuoque reluxit,"['CM', 'CM', 'CM', 'CM', 'CF', None]",0,
1.0,116,"torre focus; telis gaudes, miserande, repertis.",116,"Torre focus; telis gaudes, miserande, repertis.","['CF', 'CM', 'CM', 'CM', 'CF', None]",0,
1.0,117,linquit et undantes mensas infectaque pernox,117,Linquit et undantes mensas infectaque pernox,"['CF', 'DI', 'CM', 'CM', 'DI', None]",0,
0.9285714285714286,118,sacra Medon; chlamys imbelli circumvenit ostro,118,Sacra Medon; chlamys imbelli circumuenit ostro,"['CF', 'CM', 'DI', 'CM', 'DI', None]",0,
0.9285714285714286,119,"torta manum, strictoque vias praefulgurat ense.",119,"Torta manum, strictoque uias praefulgurat ense.","['CF', 'CM', 'CF', 'CM', 'DI', None]",0,
0.925,120,"talis in arma ruit, nec vina dapesque remota,",120,"Talis in arma ruit, nec uina dapesque remota","['CF', 'DI', 'CF', 'CM', 'DI', 'CF', 'CF', None]",0,
0.8636363636363636,121,"statque loco torus, †in quo omen† mansere ministri.",121,Statque loco torus inque omen mansere ministri.,"['CF', 'CM', 'DI', 'SY', 'CM', 'CF', None]",1,
0.9230769230769231,122,inde vagi nec tela modis nec casibus isdem,122,Inde uagi nec tela modis nec casibus isdem,"['CF', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.9230769230769231,123,conseruere manum et longe iacuere perempti.,123,Conseruere manu et longe iacuere perempti.,"['CF', 'SY', 'CM', 'CM', 'CF', None]",1,
0.9285714285714286,124,ecce gravem nodis pinguique bitumine quassans,124,Ecce grauem nodis pinguique bitumine quassans,"['CF', 'CM', 'CM', 'CF', 'DI', None]",0,
1.0,125,lampada turbata Phlegyas decurrit ab urbe.,125,Lampada turbata Phlegyas decurrit ab urbe.,"['DI', 'CM', 'CM', 'CF', 'DI', None]",0,
0.9230769230769231,126,ille leves de more manus aciemque Pelasgum,126,Ille leues de more manus aciemque Pelasgum,"['CF', 'CM', 'DI', 'CF', 'CM', 'CF', None]",0,
1.0,127,per noctem remeasse ratus pulsumque requirens,127,Per noctem remeasse ratus pulsumque requirens,"['CM', 'CM', 'CF', 'CM', 'CF', None]",0,
0.8378378378378378,128,saepe sibi vano Thamyrim clamore petebat,128,Saepe sibi uano Thamyrum clamore petebat,"['CF', 'CM', 'CM', 'CM', 'CF', None]",0,
1.0,129,arduus et late fumanti nube coruscus;,129,Arduus et late fumanti nube coruscus:,"['DI', 'CM', 'CM', 'DI', 'CF', None]",0,
1.0,130,quantus ubi immenso prospexit ab aethere Typhon,130,Quantus ubi immenso prospexit ab aethere Typhon,"['CF', 'SY', 'CM', 'CF', 'DI', 'DI', None]",1,
0.9302325581395349,131,"igne simul ventisque rubens, quem Iuppiter alte",131,"Igne simul uentisque rubens, quem Iuppiter alte","['CF', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,132,crine tenet; trepidant diro sub lumine puppes.,132,Crine tenet; trepidant diro sub lumine puppes.,"['CF', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,
0.8,133,tollitur hinc tentoque ruit Tirynthius arcu,133,Tollitur hinc totusque ruit Tirynthius acri,"['DI', 'CM', 'CF', 'CM', 'DI', None]",0,
0.925,134,pectore certa regens adversa spicula flamma:,134,"Pectore, certa regens aduersa spicula flamma;","['DI', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,135,per piceos accensa globos et pectus harundo,135,Per piceos accensa globos et pectus harundo,"['CM', 'CM', 'CF', 'CM', 'DI', 'CF', None]",0,
1.0,136,per medium contenta fugit; ruit ille comanti,136,Per medium contenta fugit; ruit ille comanti,"['CM', 'CM', 'CF', 'CM', 'DI', 'CF', None]",0,
1.0,137,"ore facem supra, maiorque apparuit ignis.",137,Ore facem supra maiorque apparuit ignis.,"['CF', 'CM', 'CM', 'SY', 'DI', None]",1,
1.0,138,"Ambrosium Peleus, ingentem Ancaeus Echeclum",138,"Ambrosium Peleus, ingentem Ancaeus Echeclum","['CM', 'CM', 'SY', 'CF', None]",1,
1.0,139,sternit et elatae propius succedere dextrae,139,Sternit et elatae propius succedere dextrae,"['CF', 'DI', 'CM', 'CM', 'DI', None]",0,
1.0,140,Telecoonta sinit †delicataque† ora securi,140,Telecoonta sinit *delicataque* ora securi,"[None, None, None, None, None]",0,
0.8461538461538461,141,disiecit cervice tenus. simul aspera victor,141,Disiecit ceruice tenus; simul aspera uictor,"['CM', 'CF', 'CM', 'DI', 'DI', None]",0,
0.9230769230769231,142,"cingula sublustri vibrantia detrahit umbra,",142,Cingula sublustri uibrantia detrahit umbra.,"['DI', 'CM', 'DI', 'DI', None]",0,
0.85,143,"'has, precor, exuvias et opima cadavera' Nestor",143,"""Has, precor, exuuias <et> opima cadauera"" Nestor","['CM', 'DI', 'CM', 'CF', 'CF', 'DI', None]",0,['Nestor']
1.0,144,"'linquite' ait: 'ferro potius mihi dextera, ferro",144,"""Linquite"" ait; ""ferro potius mihi dextera, ferro","['SY', 'CM', 'CM', 'CM', 'DI', 'DI', None]",1,['Nestor']
0.9285714285714286,145,"navet opus', prensumque manu detruncat Amastrum 145",145,"Nauet opus,"" prensumque manu detruncat Amastrum","['CF', 'CM', 'CF', 'CM', 'CF', None]",0,['Nestor']
0.8378378378378378,146,diversasque simul socios invadere turmas,146,Diuersasque simul socios inuadere turmas,"['CF', 'CM', 'CM', 'DI', None]",0,['Nestor']
1.0,147,"admonuit. pergunt rupta testudine fusi,",147,Admonuit. pergunt rupta testudine fusi,"['CM', 'CM', 'CM', 'DI', None]",0,['Nestor']
0.8695652173913043,148,qua tenebrae campique ferunt. gravis invenit Ochum,148,Qua tenebrae campique ferunt. grauis inuenit Ochum,"['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,['Nestor']
1.0,149,Phlias et trepido Pollux impingitur Hebro.,149,Phlias et trepido Pollux impingitur Hebro.,"['DI', 'CM', 'CM', 'CM', 'DI', None]",0,['Nestor']
0.918918918918919,150,ipse super vultus taboque natantia terga,150,Ipse super uultus taboque natantia terga,"['CF', 'CM', 'CM', 'CF', 'DI', None]",0,['Nestor']
1.0,151,"dux campi Martisque potens, ut caeca profundo",151,"Dux campi Martisque potens, ut caeca, profundo","['CM', 'CM', 'CF', 'CM', 'DI', 'CF', None]",0,['Nestor']
0.9148936170212766,152,"currit hiems, Zelyn et Bronten Abarimque relinquit",152,"Currit hiems, Zelyn et Bronten Abrarinque relinquit","['CF', 'CM', 'DI', 'CM', 'CM', 'CF', None]",0,['Nestor']
1.0,153,semineces: Glaucum sequitur Glaucumque ruentem,153,Semineces: Glaucum sequitur Glaucumque ruentem,"['CM', 'CM', 'CM', 'CF', None]",0,['Nestor']
0.9166666666666666,154,occupat et iugulo vulnus molitur aperto.,154,Occupat et iugulo uulnus molitur aperto.,"['DI', 'CM', 'CM', 'CM', 'CF', None]",0,['Nestor']
1.0,155,ille manu contra telum tenet ultima frustra,155,Ille manu contra telum tenet ultima frustra,"['CF', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,['Nestor']
0.926829268292683,156,verba ciens fixamque videt decrescere cornum.,156,"Verba ciens, fixamque uidet decrescere cornum.","['CF', 'CM', 'CF', 'CM', 'DI', None]",0,
1.0,157,"hinc Halyn, hinc rigido transcurrens demetit ense",157,"Hinc Halyn, hinc rigido transcurrens demetit ense","['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,158,Protin et insignem cithara cantuque fluenti,158,Protin et insignem cithara cantuque fluenti,"['CF', 'DI', 'CM', 'CM', 'CF', None]",0,
1.0,159,"Dorcea, qui dulci festis adsistere mensis",159,"Dorcea, qui dulci festis adsistere mensis","['DI', 'CM', 'CM', 'CM', 'DI', None]",0,
1.0,160,pectine Bistoniae magnum post ausus alumnum.,160,Pectine Bistoniae magnum post ausus alumnum.,"['DI', 'CM', 'CM', 'DI', 'CF', None]",0,
