comp,perseus_n,perseus_text,pc_n,pc_text,pc_bounds,elision,speaker
1.0,161,nec pharetram aut acres ultra Tirynthius arcus,161,Nec pharetram aut acres ultra Tirynthius arcus,"['CM', 'SY', 'CM', 'CM', 'CM', 'DI', None]",1,
0.9714285714285714,162,"exercet, socia sed disicit agmina clava.",162,"Exercet, socia sed disicit agmina claua.","['CM', 'CM', 'DI', 'DI', 'DI', None]",0,
0.8378378378378378,163,ac veluti magna iuvenum cum densa securi,163,Ac ueluti magna iuuenum cum densa securi,"['CM', 'CM', 'CM', 'CM', 'DI', 'CF', None]",0,
0.8636363636363636,164,silva labat cuneisque gemit grave robur adactis,164,Silua labat cuneisque gemit graue robur adactis,"['CF', 'CM', 'CF', 'CM', 'DI', 'CF', None]",0,
1.0,165,"iamque abies piceaeque ruunt, sic dura sub ictu",165,"Iamque abies piceaeque ruunt, sic dura sub ictu","['SY', 'CM', 'CF', 'CM', 'DI', 'CF', 'DI', None]",1,
0.9285714285714286,166,ossa virum malaeque sonant sparsusque cerebro,166,Ossa uirum malaeque sonant sparsusque cerebro,"['CF', 'CM', 'CF', 'CM', 'CF', None]",0,
0.9285714285714286,167,albet ager. levis ante pedes subsederat †Hidmon;,167,Albet ager. leuis ante pedes subsederat *Hidmon*;,"['CF', 'CM', 'DI', 'CF', 'CM', 'DI', None]",0,
0.85,168,occupat os barbamque viri clavamque superne,168,Occupat os barbamque uiri clauamque superne,"['DI', 'CM', 'CF', 'CM', 'CF', None]",0,
0.875,169,"intonat 'occumbes' et 'nunc' ait 'Herculis armis,",169,"Irrotat, ""occumbes"" et ""nunc"" ait ""Herculis armis","['DI', 'CM', 'DI', 'CM', 'DI', 'DI', None]",0,['Hercules']
0.9743589743589743,170,donum ingens semperque tuis mirabile fatum.',170,"Donum ingens semperque tuis mirabile fatis.""","['SY', 'CM', 'CF', 'CM', 'DI', None]",1,['Hercules']
0.925,171,horruit ille cadens nomenque agnovit amicum,171,Horruit ille cadens nomenque agnouit amicum,"['DI', 'CF', 'CM', 'SY', 'CF', None]",1,
1.0,172,primus et ignaris dirum scelus attulit umbris.,172,Primus et ignaris dirum scelus attulit umbris.,"['CF', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.8604651162790697,173,"nee tibi Thessalicos tune profuit, Ornyte, reges",173,"Nec tibi Thessalicos tunc profuit, Ornyte, reges","['CM', 'DI', 'CM', 'DI', 'DI', 'DI', None]",0,
0.9210526315789473,174,hospitiis aut mente moras fovisse benigna,174,Hospitiis aut mente moras fouisse benigna,"['CM', 'DI', 'CF', 'CM', 'CF', None]",0,
0.9285714285714286,175,et laribus sacrasse diem; procul advenit Idmon,175,Et laribus sacrasse diem; procul aduenit Idmon,"['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,176,"oblatumque ferit, galeam cristasque rubentes,",176,"Oblatumque ferit, galeam cristasque rubentes,","['CF', 'CM', 'CM', 'CF', None]",0,
0.9285714285714286,177,"heu tua dona, gerens. quem te qualemque videbit",177,"Heu tua dona, gerens. quem te qualemque uidebit","['CM', 'DI', 'CF', 'CM', 'DI', 'CM', 'CF', None]",0,
1.0,178,"attonitus, Crenaee, parens. en frigidus orbes",178,"Attonitus, Crenaee, parens! en frigidus orbes","['CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,179,"purpureos iam somnus obit, iam candor et anni",179,"Purpureos iam somnus obit, iam candor et anni","['CM', 'DI', 'CF', 'CM', 'DI', 'CF', 'DI', None]",0,
0.9210526315789473,180,deficiunt vitaque fugit decus omne soluta:,180,Deficiunt uitaque fugit decus omne soluta.,"['CM', 'CF', 'CM', 'DI', 'CF', None]",0,
0.95,181,desere nune nemus et Nympharum durus amores.,181,Desere nunc nemus et nympharum durus amores!,"['DI', 'CM', 'DI', 'CM', 'DI', 'CF', None]",0,
0.8918918918918919,182,at diversa Sagen turbantem fallere nervo,182,At diuersa Sagen turbantem fallere neruo,"['CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,183,tum primum puer ausus Hylas (spes maxima bellis,183,Tum primum puer ausus Hylas (spes maxima bellis,"['CM', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,184,"pulcher Hylas, si fata sinant, si prospera Iuno),",184,"Pulcher Hylas, si fata sinant, si prospera Iuno),","['CF', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.85,185,prostravitque virum celeri per pectora telo.,185,Prostrauitque uirum celeri per pectora telo.,"['CF', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,186,Accessere (nefas) tenebris fallacibus acti,186,"Accessere, nefas, tenebris fallacibus acti","['CF', 'CM', 'CM', 'DI', None]",0,
1.0,187,Tyndaridae in sese: Castor prius ibat in ictus,187,Tyndaridae in sese; Castor prius ibat in ictus,"['SY', 'CM', 'CM', 'CM', 'DI', 'CF', 'DI', None]",1,
0.9285714285714286,188,nescius; ast illos nova lux subitusque diremit,188,"Nescius, ast illos noua lux subitusque diremit","['DI', 'CM', 'CM', 'DI', 'CM', 'CF', None]",0,
1.0,189,"frontis apex. tum Castor Ityn, qua caerulus ambit",189,"Frontis apex. tum Castor Ityn, qua caerulus ambit","['CF', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,190,"balteus et gemini committunt ora dracones,",190,"Balteus et gemini committunt ora dracones,","['DI', 'CM', 'CM', 'DI', 'CF', None]",0,
1.0,191,frater Hagen Thapsumque securigerumque Nealcen,191,Frater Hagen Thapsumque securigerumque Nealcen,"['CF', 'CM', 'CF', 'CF', None]",0,
0.926829268292683,192,transigit et Canthi pallentem vulnere Cydrum.,192,Transigit et Canthi pallentem uulnere Cydrum.,"['DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.9210526315789473,193,torserat hic totis conisus viribus hastam,193,Torserat hic totis conisus uiribus hastam,"['DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.926829268292683,194,"venatori Erymo, brevis hanc sed fata ferentem",194,"Venatori Erymo, breuis hanc sed fata ferentem","['SY', 'CM', 'DI', 'CM', 'DI', 'CF', None]",1,
1.0,195,prodidit et piceo comitem miserata refulsit,195,Prodidit et piceo comitem miserata refulsit,"['DI', 'CM', 'CM', 'CM', 'CF', None]",0,
1.0,196,"Luna polo; cessere iubae, raptumque per auras",196,Luna polo; cessere iubae raptumque per auras,"['CF', 'CM', 'CF', 'CM', 'CF', 'DI', None]",0,
0.975609756097561,197,"vulnus, et extrema sonuit cita cuspide cassis.",197,Vulnus et extrema sonuit cita casside cuspis.,"['CF', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.9210526315789473,198,Nisaeum Telamon et Ophelten vana sonantem,198,Nisaeum Telamon et Ophelten uana sonantem,"['CM', 'CM', 'CF', 'DI', 'CF', None]",0,
1.0,199,"per clipei cedentis opus cratemque trilicem,",199,"Per clipei cedentis opus cratemque trilicem,","['CM', 'CM', 'CF', 'CM', 'CF', None]",0,
1.0,200,"qua stomachi secreta, ferit laetusque profatur:",200,"Qua stomachi secreta, ferit laetusque profatur","['CM', 'CM', 'CF', 'CM', 'CF', None]",0,
1.0,201,"'di, precor, hunc regem aut aeque delegerit alta",201,"""Di, precor, hunc regem aut aeque delegerit alta","['CM', 'DI', 'CM', 'SY', 'CM', 'CM', 'DI', None]",1,['Telamon']
1.0,202,"fors mihi gente satum, magnusque et flebilis urbi",202,"Fors mihi gente satum, magnusque et flebilis urbi","['CM', 'DI', 'CF', 'CM', 'SY', 'DI', 'DI', None]",1,['Telamon']
1.0,203,conciderit.' super addit Aren fratremque Melanthum,203,"Conciderit."" super addit Aren fratremque Melanthum","['CM', 'DI', 'CF', 'CM', 'CF', None]",0,['Telamon']
1.0,204,"Phoceaque Oleniden, Lelegum qui pulsus ab oris",204,"Phoceaque Oleniden, Lelegum qui pulsus ab oris","['SY', 'CM', 'CM', 'DI', 'CF', 'DI', None]",1,
1.0,205,regis amicitiam et famuli propioris honores —,205,Regis amicitiam et famuli propioris honores,"['CF', 'SY', 'CM', 'CM', 'CF', None]",1,
1.0,206,qua patiens non arte — tulit. nox alta cadentum,206,(Qua patiens non arte?) tulit. nox alta cadentum,"['CM', 'CM', 'DI', 'CF', 'CM', 'DI', 'CF', None]",0,
0.7837837837837838,207,ingentes resonat sonitus augetque ruinas:,207,Ingentes *donec* sonitus augetque ruinas.,"['CM', 'CM', 'CM', 'CF', None]",0,
1.0,208,"ut magis Inarime, magis ut mugitor anhelat",208,"Vt magis Inarime, magis ut mugitor anhelat","['CM', 'DI', 'CM', 'DI', 'CM', 'CF', None]",0,
0.9210526315789473,209,"Vesvius, attonitas acer cum suscitat urbes ...",209,"Vesbius, attonitas acer cum suscitat urbes","['DI', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,210,sic pugnae crebrescit opus; neque enim ignea cedunt,210,Sic pugnae crebrescit opus; neque enim ignea cedunt,"['CM', 'CM', 'CF', 'CM', 'SY', 'SY', 'DI', None]",2,
1.0,211,"astra loco, lentis haeret nox conscia bigis.",211,"Astra loco, lentis haeret nox conscia bigis.","['CF', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,
0.8780487804878049,212,"Perge age Tartareae mecum semel omnia noctis,",212,"Perge age Tartareae mecum simul omnia noctis,","['SY', 'DI', 'CM', 'CM', 'DI', 'DI', None]",1,
0.8571428571428571,213,"Musa, sequi. trepidam Phaethon adflavit ab alto",213,"Musa, sequi. trepidam Phaethon afflauit ab alto","['CF', 'CM', 'CM', 'CM', 'CF', 'DI', None]",0,
0.9302325581395349,214,"Tisiphonen, graviorque locos iam luce propinqua",214,Tisiphonen grauiorque locos iam luce propinqua,"['CM', 'CF', 'CM', 'DI', 'CF', None]",0,
0.9090909090909091,215,"umbra premit; non signa virum, non funera cernunt,",215,"Vmbra premit; non signa uirum, non funera cernunt","['CF', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.875,216,"et rabie magis ora calent. vos prodite, divae,",216,"Et rabie magis ora calent. uos prodite, diuae,","['CM', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.925,217,"Eumenidum noctisque globos, vatique patescat",217,Eumenidum noctisque globos uatique patescat,"['CM', 'CF', 'CM', 'CF', None]",0,
1.0,218,armorum fragor et tepidi singultibus agri,218,Armorum fragor et tepidi singultibus agri,"['CM', 'DI', 'CM', 'CM', 'DI', None]",0,
1.0,219,labentum atque acti Minyis per litora manes.,219,Labentum atque acti Minyis per Litora manes.,"['SY', 'SY', 'CM', 'CM', 'DI', 'DI', None]",2,
0.9230769230769231,220,Cyzicus hic aciem vanis discursibus implet,220,Cyzicus hic aciem uanis discursibus implet,"['DI', 'CM', 'CM', 'CM', 'DI', None]",0,
1.0,221,fata trahens; iam pulsa sibi cessisse Pelasgum,221,Fata trahens: iam pulsa sibi cessisse Pelasgum,"['CF', 'CM', 'DI', 'CF', 'CM', 'CF', None]",0,
0.925,222,"agmina, iam passim vacuos disiecta per agros",222,"Agmina, iam passim uacuos disiecta per agros","['DI', 'CM', 'CM', 'CM', 'CF', 'DI', None]",0,
0.775,223,"credit ovans: tales habitus, ea gaudia fingit",223,"Credit ouans; tales actus, ea gaudia fingit","['CF', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,
0.9142857142857143,224,ira deum. fundo veluti cum Coeus in imo,224,Ira deum: fundo ueluti cum Coeus in imo,"['CF', 'CM', 'CM', 'CM', 'DI', 'CF', 'DI', None]",0,
0.8863636363636364,225,vincla lovis fractoque trahens adamante catenas,225,Vincla Iouis fractoque trahens adamante catenas,"['CF', 'CM', 'CF', 'CM', 'CF', None]",0,
0.9318181818181818,226,Saturnum Tityumque vocat spemque aetheris amens,226,Saturnum Tityumque uocat spemque aetheris amens,"['CM', 'CF', 'CM', 'SY', 'DI', None]",1,
0.85,227,"concipit, ast ilium fluviis et nocte remensa",227,"Concipit, ast illum fluuiis et nocte remensa","['DI', 'CM', 'CM', 'CM', 'DI', 'CF', None]",0,
1.0,228,Eumenidum canis et sparsae iuba reppulit hydrae.,228,Eumenidum canis et sparsae iuba reppulit Hydrae.,"['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.9333333333333333,229,saevit acerba fremens tardumque a moenibus agmen,229,Saeuit acerba fremens tardumque a moenibus agmen,"['CF', 'CF', 'CM', 'SY', 'DI', 'DI', None]",1,
0.7804878048780488,230,increpitat: 'numquamne dolor virtusque subibit,230,"Increpitat ""nunquamne dolor uirtusue subibit","['CM', 'CF', 'CM', 'CF', None]",0,['Cyzicus']
1.0,231,nil ausas sine rege manus? at barbara buxus,231,Nil ausas sine rege manus? at barbara buxus,"['CM', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,['Cyzicus']
0.9230769230769231,232,"si vocet et motis ululantia Dindyma sacris,",232,"Si uocet et motis ululantia Dindyma sacris,","['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,['Cyzicus']
0.9302325581395349,233,"tune ensis placeatque furor, modo tela sacerdos",233,"Tunc ensis placeatque furor, modo tela sacerdos","['CM', 'CM', 'CF', 'CM', 'DI', 'CF', None]",0,['Cyzicus']
1.0,234,porrigat et iussa sanguis exuberet ulna.',234,"Porrigat et iussa sanguis exuberet ulna.""","['DI', 'CM', 'CM', 'CM', 'DI', None]",0,['Cyzicus']
0.9444444444444444,235,talibus insultans iamdudum numine divae,235,Talibus insultans iamdudum numine diuae,"['DI', 'CM', 'DI', 'DI', None]",0,
1.0,236,"deficit, infracti languescunt frigore cursus,",236,"Deficit, infracti languescunt frigore cursus,","['DI', 'CM', 'DI', 'DI', None]",0,
0.9230769230769231,237,"corda pavent, audit fremitus irasque leonum",237,"Corda pauent, audit fremitus irasque leonum","['CF', 'CM', 'CM', 'CM', 'CF', None]",0,
0.926829268292683,238,cornuaque et motas videt inter nubila turres.,238,Cornuaque et motas uidet inter nubila turres.,"['SY', 'CM', 'CM', 'DI', 'DI', 'DI', None]",1,
0.8666666666666667,239,tune gravis et certo tendens stridore per umbram,239,Tunc grauis et certo tendens stridore per umbram,"['CM', 'DI', 'CM', 'CM', 'CM', 'CF', 'DI', None]",0,
0.9230769230769231,240,Aesonii venit hasta ducis latumque sub imo,240,Aesonii uenit hasta ducis latumque sub imo,"['CM', 'DI', 'CF', 'CM', 'CF', 'DI', None]",0,
0.9302325581395349,241,pectore rumpit iter. quam nunc incognita vellet,241,Pectore rumpit iter. quam nunc incognita uellet,"['DI', 'CF', 'CM', 'DI', 'CM', 'DI', None]",0,
0.925,242,lustra sibi nullosque datos venatibus annos.,242,Lustra sibi nullosque datos uenatibus annos!,"['CF', 'CM', 'CF', 'CM', 'DI', None]",0,
0.9166666666666666,243,talia magnanimi diverso turbine fundunt,243,Talia magnanimi diuerso turbine fundunt,"['DI', 'CM', 'DI', 'DI', None]",0,
0.925,244,tela viri sonitusque pedum suspectaque motu,244,Tela uiri sonitusque pedum suspectaque motu,"['CF', 'CM', 'CF', 'CM', 'DI', None]",0,
0.926829268292683,245,explorant; prensant socios vocemque reposcunt.,245,Explorant; prensant socios uocemque reposcunt.,"['CM', 'CM', 'CM', 'CF', None]",0,
1.0,246,"quod si tanta lues seros durasset in ortus,",246,"Quod si tanta lues seros durasset in ortus,","['CM', 'DI', 'CF', 'CM', 'CM', 'CF', 'DI', None]",0,
1.0,247,exstinctum genus et solas per moenia matres,247,Exstinctum genus et solas per moenia matres,"['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,248,vidisset stratamque dies in litore gentem.,248,Vidisset stratamque dies in litore gentem.,"['CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,249,Tum pater omnipotens tempus iam rege perempto,249,"Tum pater omnipotens, tempus iam rege perempto","['CM', 'DI', 'CM', 'CM', 'DI', 'CF', None]",0,
1.0,250,"flectere fata ratus miserasque abrumpere pugnas,",250,"Flectere fata ratus miserasque abrumpere pugnas,","['DI', 'CF', 'CM', 'SY', 'DI', None]",1,
0.9142857142857143,251,supremam celeravit opem nutuque sereno,251,Supremam celerauit opem nutuque sereno,"['CM', 'CF', 'CM', 'CF', None]",0,
1.0,252,"intonuit, quem Nocte satae, quem turbidus horret",252,"Intonuit, quem Nocte satae, quem turbidus horret","['CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,253,Armipotens: tunc porta trucis coit infera belli.,253,Armipotens; tunc porta trucis coit infera belli.,"['CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
0.925,254,continuo dant terga metu versique per agros,254,Continuo dant terga metu uersique per agros,"['CM', 'DI', 'CF', 'CM', 'CF', 'DI', None]",0,
1.0,255,"diffugiunt, quae sola salus; nec terga ruentum",255,"Diffugiunt, quae sola salus; nec terga ruentum","['CM', 'DI', 'CF', 'CM', 'DI', 'CF', None]",0,
0.8604651162790697,256,mens Minyis conversa sequi: stetit anxia virtus.,256,Mens Minyis conuersa sequi; stetit anxia uirtus.,"['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,
0.8717948717948718,257,ecce autem primo iam spargere lumine portus,257,Ecce *leui* primo iam spargere lumine portus,"['CF', 'CM', 'CM', 'DI', 'DI', 'DI', None]",0,
1.0,258,orta dies notaeque (nefas) albescere turres.,258,"Orta dies notaeque, nefas, albescere turres","['CF', 'CM', 'CF', 'CM', 'DI', None]",0,
0.975609756097561,259,"'di maris' attonito conclamat ab agmine Tiphys,",259,"""Di maris"" attonito conclamat ab agmine Tiphus,","['CM', 'DI', 'CM', 'CF', 'DI', 'DI', None]",0,['Tiphys']
0.9705882352941176,260,'ut mea fatali damnastis pectora somno.,260,"""Vt mea fatali damnastis pectora somno!","['CM', 'DI', 'CM', 'DI', 'DI', None]",0,['Tiphys']
1.0,261,heu socii quantis complerunt litora monstris.',261,"Heu socii quantis complerunt litora monstris!""","['CM', 'CM', 'CM', 'DI', 'DI', None]",0,['Tiphys']
1.0,262,illi autem neque adhuc gemitus neque conscia facti,262,Illi autem neque adhuc gemitus neque conscia facti,"['SY', 'CM', 'SY', 'CM', 'CM', 'DI', 'DI', None]",2,
0.9318181818181818,263,ora levant; tenet exsangues rigor horridus artus;,263,"Ora leuant; tenet exsangues rigor horridus artus,","['CF', 'CM', 'DI', 'CM', 'DI', 'DI', None]",0,
0.925,264,ceu pavet ad crines et tristia Pentheos ora,264,Ceu pauet ad crines et tristia Pentheos ora,"['CM', 'DI', 'CM', 'CM', 'DI', 'DI', 'DI', None]",0,
1.0,265,"Thyias, ubi impulsae iam se deus agmine matris",265,"Thyias, ubi impulsae iam se deus agmine matris","['CF', 'SY', 'CM', 'DI', 'CM', 'DI', 'DI', None]",1,
0.918918918918919,266,abstulit et caesi vanescunt cornua tauri.,266,Abstulit et caesi uanescunt cornua tauri.,"['DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.8536585365853658,267,"nec minus effusi grandaevum ad litora vulgus,",267,Nec minus effusi grandaeuum ad Litora uulgus,"['CM', 'DI', 'CM', 'SY', 'DI', 'DI', None]",1,
0.825,268,"ut socias videre manus, dare versa retrorsus",268,Vt socias uidere manus dare uersa retrorsus,"['CM', 'CM', 'CF', 'CM', 'DI', 'CF', None]",0,
1.0,269,terga metu. dextram tendens proclamat Iason,269,Terga metu. dextram tendens proclamat Iason,"['CF', 'CM', 'CM', 'CM', 'CF', None]",0,
0.9347826086956522,270,'quos fugitis? vellem hac equidem me strage meosque,270,"""Quos fugitis? uellem hac equidem me strage meosque","['CM', 'CM', 'SY', 'CM', 'CM', 'DI', 'CF', None]",1,['Jason']
1.0,271,"procubuisse magis. deus haec, deus asper utrisque",271,"Procubuisse magis. deus haec, deus asper utrisque","['CF', 'CM', 'DI', 'CM', 'DI', 'CF', None]",0,['Jason']
1.0,272,"implicuit. sumus en Minyae, sumus hospita turba.",272,"Implicuit. sumus en Minyae, <sumus> hospita turba.""","['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,['Jason']
1.0,273,cur etiam flammas miserosque moramur honores?',273,Cur etiam flammas miserosque moramur honores?,"['CM', 'CM', 'CM', 'CF', 'CF', None]",0,
0.9512195121951219,274,Tum super exsangues confertae caedis acervos,274,Tum super exsangues confertae caedis aceruos,"['CM', 'DI', 'CM', 'DI', 'CF', None]",0,
1.0,275,praecipiti plangore ruunt; agnoscit in alta,275,Praecipiti plangore ruunt; agnoscit in alta,"['CM', 'CF', 'CM', 'CF', 'DI', None]",0,
0.9333333333333333,276,"strage virum sua texta parens, sua munera coniunx.",276,"Strage uirum sua texta parens, sua munera coniunx.","['CF', 'CM', 'DI', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,277,it gemitus toto sinuosa per aequora caelo.,277,It gemitus toto sinuosa per aequora caelo.,"['CM', 'CM', 'CM', 'CF', 'DI', 'DI', None]",0,
0.9318181818181818,278,pars tenuis flatus et adhuc stridentia prensant,278,Pars tenues flatus et adhuc stridentia prensant,"['CM', 'CM', 'CM', 'CF', 'CM', 'DI', None]",0,
0.9473684210526315,279,"volnera, pars sera componunt lumina dextra.",279,"Vulnera, pars sera componunt lumina dextra.","['DI', 'CM', 'CM', 'DI', 'DI', None]",0,
0.9166666666666666,280,at vero in mediis exsangui rege reperto,280,At uero in mediis exsangui rege reperto,"['CM', 'SY', 'CM', 'CM', 'DI', 'CF', None]",1,
1.0,281,"aggeribus, tristi sileant ceu cetera planctu,",281,"Aggeribus, tristi sileant ceu cetera planctu,","['CM', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,282,"sic famulum matrumque dolor, sic omnis ad unum",282,"Sic famulum matrumque dolor, sic omnis ad unum","['CM', 'CM', 'CF', 'CM', 'DI', 'CF', 'DI', None]",0,
1.0,283,versa manus. circa lacrimis ac mentibus aegri,283,Versa manus. circa lacrimis ac mentibus aegri,"['CF', 'CM', 'CM', 'CM', 'DI', 'DI', None]",0,
1.0,284,stant Minyae deflentque nefas et cuspidis ictus,284,Stant Minyae deflentque nefas et cuspidis ictus,"['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,
1.0,285,Aesoniae sortemque ducis solantur acerbam.,285,Aesoniae sortemque ducis solantur acerbam.,"['CM', 'CF', 'CM', 'CF', None]",0,
0.9285714285714286,286,ille ubi concretes pingui iam sanguine crines,286,Ille ubi concretos pingui iam sanguine crines,"['SY', 'DI', 'CM', 'CM', 'DI', 'DI', None]",1,
1.0,287,pallentesque genas infractaque pectore caro,287,Pallentesque genas infractaque pectore caro,"['CF', 'CM', 'DI', 'DI', None]",0,
0.8604651162790697,288,"tela neque hesternos agnovit in hospite vultus,",288,"Tela neque hesternos agnouit in hospite uultus,","['CF', 'SY', 'CM', 'CF', 'DI', 'DI', None]",1,
1.0,289,ingemit atque artus fatur complexus amicos:,289,Ingemit atque artus fatur complexus amicos,"['DI', 'SY', 'CM', 'CM', 'CF', None]",1,
1.0,290,"'te tamen ignarum tanti, miserande, furoris",290,"""Te tamen ignarum tanti, miserande, furoris","['CM', 'DI', 'CM', 'CM', 'CF', None]",0,['Jason']
1.0,291,nox habet et nullo testantem foedera questu:,291,Nox habet et nullo testantem foedera questu;,"['CM', 'DI', 'CM', 'CM', 'DI', 'DI', None]",0,['Jason']
0.8409090909090909,292,at mihi luctificum venit iubar. hic quibus adsum,292,At mihi luctificum uenit iubar. heu quibus adsum,"['CM', 'DI', 'CM', 'CM', 'DI', 'CM', 'DI', None]",0,['Jason']
0.9230769230769231,293,"colloquiis, cui me hospitio Fortuna revexit?",293,"Colloquiis, cui me hospitio fortuna reuexit!","['CM', 'DI', 'SY', 'CM', 'CF', None]",1,['Jason']
1.0,294,exstinguine mea (fatis id defuit unum),294,Exstinguine mea (fatis id defuit unum),"['CF', 'CM', 'CM', 'DI', 'DI', None]",0,['Jason']
0.8235294117647058,295,speravi te posse manu? talisve reliqui,295,"Speraui te posse manu, talisue reliqui","['CM', 'DI', 'CF', 'CM', 'CF', None]",0,['Jason']
1.0,296,"has ego, amice, domos? quod si iam bella manebant",296,"Has ego, amice, domos? quod si iam bella manebant","['CM', 'SY', 'CF', 'CM', 'DI', 'CM', 'DI', 'CF', None]",1,['Jason']
1.0,297,"et placitum hoc superis, nonne haec mea iustius essent",297,"Et placitum hoc superis, nonne haec mea iustius essent","['CM', 'SY', 'CM', 'CM', 'SY', 'CM', 'DI', 'DI', None]",2,['Jason']
0.7380952380952381,298,"funera? meque tuus sine crimine plangeret error,",298,"Funera, meque tuus <melius> nunc plangeret error,","['DI', 'CF', 'CM', 'CM', 'DI', 'DI', None]",0,['Jason']
1.0,299,nec Clarii nunc antra dei quercusque Tonantis,299,Nec Clarii nunc antra dei quercusque Tonantis,"['CM', 'CM', 'DI', 'CF', 'CM', 'CF', None]",0,['Jason']
1.0,300,"arguerem. talesne acies, talesne triumphos",300,"Arguerem? talesne acies, talesne triumphos","['CM', 'SY', 'CM', 'CF', None]",1,['Jason']
0.9318181818181818,301,sorte dabant? tantumque nefas mens conscia vatum,301,Sorte dabant? tantumque nefas mens conscia uatum,"['CF', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,['Jason']
1.0,302,"conticuit, patriae exitium crudele senectae",302,"Conticuit, patriae exitium crudele senectae","['CM', 'SY', 'CM', 'CF', None]",1,['Jason']
0.8571428571428571,303,et tot acerba canens? heu divis visa sinistris,303,Et tot acerba canens? heu diuis uisa sinistris,"['CM', 'CF', 'CF', 'CM', 'DI', 'DI', 'CF', None]",0,['Jason']
1.0,304,regna mihi. quinam reditus? quae me hospita tellus,304,Regna mihi! quinam reditus? quae me hospita tellus,"['CF', 'CM', 'CM', 'CM', 'DI', 'SY', 'DI', None]",1,['Jason']
1.0,305,accipiet? quae non primis prohibebit harenis?,305,Accipiet? quae non primis prohibebit harenis?,"['CM', 'DI', 'CM', 'CM', 'CF', None]",0,['Jason']
0.8181818181818182,306,"invidere dei, ne Phasidis arva remoti",306,Inuidere dei ne Phasidis arua remoti,"['CF', 'CM', 'DI', 'DI', 'CF', None]",0,['Jason']
1.0,307,et Scythicas populatus opes haec rursus adirem,307,Et Scythicas populatus opes haec rursus adirem,"['CM', 'CM', 'CF', 'CM', 'DI', 'CF', None]",0,['Jason']
0.8461538461538461,308,litora neve tuos irem tune ultor in hostes.,308,Litora neue tuos irem tunc ultor in hostes.,"['DI', 'CF', 'CM', 'CM', 'DI', 'CF', 'DI', None]",0,['Jason']
1.0,309,"fas tamen est conferre genas, fas iungere tecum",309,"Fas tamen est conferre genas, fas iungere tecum","['CM', 'DI', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,['Jason']
1.0,310,pectora et exsangues miscere amplexibus artus.,310,Pectora et exsangues miscere amplexibus artus.,"['SY', 'DI', 'CM', 'SY', 'DI', None]",2,['Jason']
0.7894736842105263,311,vos age funereas ad litora volvite silvas,311,Vos age funereas ad litora uoluite siluas,"['CM', 'DI', 'CM', 'DI', 'DI', 'DI', None]",0,['Jason']
1.0,312,et socios lustrate rogos; date debita caesis,312,Et socios lustrate rogos; date debita caesis,"['CM', 'CM', 'CF', 'CM', 'DI', 'DI', None]",0,['Jason']
1.0,313,"munera, quae nostro misisset Cyzicus igni.'",313,"Munera, quae nostro misisset Cyzicus igni.""","['DI', 'CM', 'CM', 'DI', 'DI', None]",0,['Jason']
1.0,314,Parte alia Clite laceras super ora mariti,314,Parte alia Clite laceras super ora mariti,"['SY', 'CM', 'CM', 'CM', 'DI', 'CF', None]",1,
0.9347826086956522,315,fusa comas misera in planctus vocat agmina matrum,315,Fusa comas misera in planctus uocat agmina matrum,"['CF', 'CM', 'SY', 'CM', 'CM', 'DI', 'DI', None]",1,
